post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
150636206.clustering-vs-partitions-pick-your,2025-04-24T12:32:13.873Z,true,2025-04-24T12:32:13.971Z,2025-04-24T12:32:13.971Z,newsletter,everyone,Clustering vs Partitions - Pick your poison.,... for the Lake House,
150633173.daft-sql-you-dummy,,false,,,newsletter,only_paid,,,
150360628.datafusion-my-swiss-army-knife,2024-11-11T14:55:54.417Z,true,2024-11-11T14:55:54.516Z,2024-11-11T14:55:54.516Z,newsletter,only_paid,"DataFusion, My Swiss Army Knife",guest post from Anonymous Rust Dev ,
150325872.data-engineering-central-podcast-1ed,2024-10-16T20:56:35.611Z,true,2024-10-16T20:56:36.027Z,2024-10-16T20:56:36.027Z,podcast,everyone,Data Engineering Central Podcast - 03 ,Episode 03,
150313525.primary-and-foreign-keys-in-the-lake,2024-10-23T20:14:19.031Z,true,2024-10-23T20:14:19.539Z,2024-10-23T20:14:19.539Z,newsletter,everyone,The Death of Primary and Foreign Keys?,... in the Lake House?,
150115276.what-makes-smart-engineers-so-stupid,2024-10-21T13:39:54.396Z,true,2024-10-21T13:39:54.651Z,2024-10-21T13:39:54.651Z,newsletter,only_paid,"What makes ""smart"" engineers so stupid.","... yeah, you read that right",
150071132.weekend-forecast-02b,2024-10-12T13:08:38.585Z,true,2024-10-12T13:08:38.819Z,2024-10-12T13:08:38.819Z,newsletter,everyone,Weekend Forecast, ... life updates and more,
149890591.csvs-s3-to-parquets-s3-polars-vs,,false,,,newsletter,only_paid,,,
149819668.data-engineering-central-podcast-f59,2024-10-04T19:04:48.933Z,true,2024-10-04T19:04:49.186Z,2024-10-04T19:04:49.186Z,podcast,everyone,Data Engineering Central Podcast - 02,Episode 2,
149817513.apache-airflow-vs-databricks-workflows,2024-11-04T12:50:41.474Z,true,2024-11-04T12:50:41.808Z,2024-11-04T12:50:41.808Z,newsletter,only_paid,Apache Airflow vs Databricks Workflows,... have at em',
149805026.daft-vs-spark-databricks-for-delta,2024-10-14T00:17:07.014Z,true,2024-10-14T00:17:07.273Z,2024-10-14T00:17:07.273Z,newsletter,everyone,Daft vs Spark (Databricks) for Delta Tables (Unity Catalog),... in real life,
149713582.small-engineering-changes-pr-reviews,2024-10-09T15:22:52.844Z,true,2024-10-09T15:22:53.229Z,2024-10-09T15:22:53.229Z,newsletter,only_paid,Small Engineering Changes (PR reviews),... for a big win,
149026436.data-engineering-central-podcast,2024-09-17T20:55:02.253Z,true,2024-09-17T20:55:02.488Z,2024-09-17T20:55:02.488Z,podcast,everyone,Data Engineering Central Podcast,Episode 01,
148974105.i-used-chatgpt-o1-to-do-postgresql,2024-09-23T12:38:38.451Z,true,2024-09-23T12:38:38.735Z,2024-09-23T12:38:38.735Z,newsletter,everyone,I used ChatGPT o1 to do PostgreSQL basics,replacing Data Engineers with AI,
148968452.indexing-for-postgresql,,false,,,newsletter,only_paid,,,
148869602.data-modeling-in-delta-lake-databricks,,false,,,newsletter,only_paid,,,
148868967.should-you-use-duckdb-or-polars,2024-10-07T13:03:55.649Z,true,2024-10-07T13:03:56.044Z,2024-10-07T13:03:56.044Z,newsletter,everyone,Should you use DuckDB or Polars?, or both ... ?,
148503248.rust-for-the-small-things,2024-09-09T14:56:32.209Z,true,2024-09-09T14:56:32.404Z,2024-09-09T14:56:32.404Z,newsletter,everyone,Rust for the small things?,... but what about Python?,
148356092.5-most-important-aws-tools-for-data,,false,,,newsletter,only_paid,,,
148349934.there-are-3-types-of-data-engineers,2024-09-13T14:36:03.374Z,true,2024-09-13T14:36:03.565Z,2024-09-13T14:36:03.565Z,newsletter,everyone,There are 3 Types of Data Engineers.,and you better be the right one.,
148348723.lord-save-us-not-another-etl-tool,2024-09-16T13:45:16.256Z,true,2024-09-16T13:45:16.425Z,2024-09-16T13:45:16.425Z,newsletter,only_paid,"Lord Save Us, Not Another ETL Tool Please!",just what we need ... another one ...,
148060797.databricks-delta-lake-table-versions,2024-09-02T13:04:47.846Z,true,2024-09-02T13:04:48.080Z,2024-09-02T13:04:48.080Z,newsletter,only_paid,Databricks. Delta Lake. Table Versions. Polars. Insidious Features.,and a tale of lessons learned.,
148020549.mlflow-with-databricks-thoughts-and,2024-08-26T12:45:22.091Z,true,2024-08-26T12:45:22.447Z,2024-08-26T12:45:22.447Z,newsletter,everyone,MLflow ... with Databricks. Thoughts and more.,the answer to your machine learning woes?,
147883498.realtime-streaming-data-from-postgresql,2024-08-20T14:45:23.883Z,true,2024-08-20T14:45:24.101Z,2024-08-20T14:45:24.101Z,newsletter,everyone,Realtime Streaming data from PostgreSQL to Delta Lake (Unity Catalog),... with Estuary,
147860369.how-to-break-free-from-notebook-engineering,,false,,,newsletter,only_paid,,,
147846549.no-excuses-answer-the-dang-questions,2024-08-23T12:37:17.304Z,true,2024-08-23T12:37:17.589Z,2024-08-23T12:37:17.589Z,newsletter,only_paid,NO EXCUSES! Answer the dang questions!,Guest Post by Boromir4thewin,
147495034.using-sql-with-python-the-ultimate,2024-08-19T11:50:16.085Z,true,2024-08-19T11:50:16.279Z,2024-08-19T11:50:16.279Z,newsletter,everyone,Using SQL with Python. The Ultimate Chad Stack.,like it or not ...,
147353708.maestro-netflix-open-sources-workflow,2024-09-30T13:25:15.329Z,true,2024-09-30T13:25:15.613Z,2024-09-30T13:25:15.613Z,newsletter,only_paid,Maestro - Netflix Open Sources Workflow Tool,just what we need ... another one ...,
147108619.the-rise-of-the-notebook-engineer,2024-08-06T12:49:16.663Z,true,2024-08-06T12:49:16.822Z,2024-08-06T12:49:16.822Z,newsletter,everyone,The Rise of The Notebook Engineer,off with their heads!,
146962212.deploying-spark-streaming-with-delta,2024-08-01T13:44:55.255Z,true,2024-08-01T13:44:55.463Z,2024-08-01T13:44:55.463Z,newsletter,everyone,Deploying Spark Streaming with Delta on Kubernetes using Terraform,Spark. Kubernetes. Terraform.,
146940158.apache-datafusion-comet,2024-08-28T12:48:48.850Z,true,2024-08-28T12:48:49.014Z,2024-08-28T12:48:49.014Z,newsletter,everyone,Apache Datafusion Comet,making Apache Spark scream,
146797573.youre-doing-data-engineering-wrong,2024-07-25T14:07:59.834Z,true,2024-07-25T14:08:00.074Z,2024-07-25T14:08:00.074Z,newsletter,everyone,You're Doing Data Engineering Wrong.,Majoring in the Minors,
146564249.date-and-time-manipulation-with-duckdb,2024-07-24T12:49:07.653Z,true,2024-07-24T12:49:07.926Z,2024-07-24T12:49:07.926Z,newsletter,everyone,Date and Time Manipulation with DuckDB,quack quack,
146506102.aint-no-room-for-ai-in-my-workflow,2024-07-15T12:19:42.522Z,true,2024-07-15T12:19:42.802Z,2024-07-15T12:19:42.802Z,newsletter,only_paid,Ain't no room for AI (in my workflow),guest post by anonymous Rust Dev,
146468849.suck-less-next-time,2024-07-29T13:40:46.093Z,true,2024-07-29T13:40:48.775Z,2024-07-29T13:40:48.775Z,newsletter,only_paid,Suck Less Next Time,Guest Post by Boromir4thewin,
146408238.5-data-engineering-mistakes,2024-07-22T12:51:56.827Z,true,2024-07-22T12:51:56.998Z,2024-07-22T12:51:56.998Z,newsletter,everyone,5 Data Engineering Mistakes,and what do about them,
145997286.terraform-sucks-long-live-terraform,2025-01-13T13:14:43.609Z,true,2025-01-13T13:14:43.740Z,2025-01-13T13:14:43.740Z,newsletter,only_paid,Terraform Sucks. Long Live Terraform.,blah blah blah,
145948780.kubernetes-sucks-long-live-k8s,2024-07-18T13:24:42.077Z,true,2024-07-18T13:24:42.325Z,2024-07-18T13:24:42.325Z,newsletter,everyone,Kubernetes Sucks. Long Live K8s.,Data Engineering with Kubernetes?,
145926910.replace-databricks-spark-jobs-using,2024-07-12T14:41:23.785Z,true,2024-07-12T14:41:23.974Z,2024-07-12T14:41:23.974Z,newsletter,everyone,Replace Databricks Spark Jobs (using Delta) with Polars,Saving Money and Doing Things,
145655694.lance-file-format,,false,,,newsletter,only_paid,,,
145573286.duckdb-100-lets-kick-the-tires,2024-06-24T12:54:37.390Z,true,2024-06-24T12:54:37.590Z,2024-06-24T12:54:37.590Z,newsletter,everyone,DuckDB 1.0.0 - Let's Kick The Tires,poke poke poke,
145548295.aws-rds-disk-space-alerts,2024-08-05T13:16:33.766Z,true,2024-08-05T13:16:34.163Z,2024-08-05T13:16:34.163Z,newsletter,only_paid,AWS RDS Disk Space Alerts,Building a Python Open Source Package,
145545821.snowflake-is-dying-on-the-vine,2024-07-08T13:03:50.722Z,true,2024-07-08T13:03:51.066Z,2024-07-08T13:03:51.066Z,newsletter,everyone,Snowflake is Dying on the Vine?,"Like Sparks Fly Upwards, Snowflake Is Born To Trouble",
145496706.cicd-for-data-engineers,2024-06-21T18:34:32.704Z,true,2024-06-21T18:34:32.909Z,2024-06-21T18:34:32.909Z,newsletter,everyone,CI/CD for Data Engineers,Automate Automate Automate,
145496694.data-validation-of-data-engineers,2024-07-02T14:19:57.062Z,true,2024-07-02T14:19:57.265Z,2024-07-02T14:19:57.265Z,newsletter,everyone,Data Validation for Data Engineers,Beyond Data Quality,
145482590.real-life-example-of-the-quicksort,2024-06-11T12:44:20.528Z,true,2024-06-11T12:44:20.843Z,2024-06-11T12:44:20.843Z,newsletter,everyone,Real Life Example of the QuickSort Algo (Rust),For Data Engineering ,
145267613.lazy-is-ambitious,2024-07-01T12:42:03.805Z,true,2024-07-01T12:42:03.959Z,2024-07-01T12:42:03.959Z,newsletter,only_paid,Lazy is Ambitious,synchronous vs asynchronous,
145174345.exploring-nulls,2024-08-12T12:52:52.690Z,true,2024-08-12T12:52:52.955Z,2024-08-12T12:52:52.955Z,newsletter,everyone,Exploring NULL(s),The little data devils,
144788580.introduction-to-mlflow,2024-05-24T13:54:03.035Z,true,2024-05-24T13:54:03.174Z,2024-05-24T13:54:03.174Z,newsletter,everyone,Introduction to MLflow,Machine Learning Workflows,
144486261.cost-savings-for-databricks-users,2024-05-15T12:33:02.812Z,true,2024-05-15T12:33:03.012Z,2024-05-15T12:33:03.012Z,newsletter,everyone,Cost Savings for Databricks Users,Finding those pennies,
144369786.premature-optimization-is-not-the,2024-06-10T12:45:56.784Z,true,2024-06-10T12:45:56.988Z,2024-06-10T12:45:56.988Z,newsletter,only_paid,Premature Optimization is NOT the root of all evil?,The Worm Has Turned.,
144369735.how-tech-debt-databricks-and-spark,2024-05-20T12:36:15.620Z,true,2024-05-20T12:36:15.828Z,2024-05-20T12:36:15.828Z,newsletter,everyone,"How Tech Debt, Databricks, and Spark UDFs ruined my weekend.",Lessons in tech debt and vendor funny stuff,
144303724.weekend-forecast,2024-05-04T13:44:23.582Z,true,2024-05-04T13:44:23.770Z,2024-05-04T13:44:23.770Z,newsletter,everyone,Weekend Forecast,Updates and Ramblings,
144216487.json-with-rust,2024-05-02T13:01:33.649Z,true,2024-05-02T13:01:33.853Z,2024-05-02T13:01:33.853Z,newsletter,everyone,JSON with Rust,Thoughts on being Explicit vs Vague,
144126447.redshift-vs-snowflake-vs-bigquery,2024-05-09T16:31:27.395Z,true,2024-05-09T16:31:27.563Z,2024-05-09T16:31:27.563Z,newsletter,everyone,Redshift vs Snowflake vs BigQuery vs Databricks vs ...,Why is the Data Warehouse Battle still going?,
144107994.i-see-window-functions-everywhere,2024-06-03T12:26:11.251Z,true,2024-06-03T12:26:11.415Z,2024-06-03T12:26:11.415Z,newsletter,everyone,I See Window Functions Everywhere,Guest Post from Anonymous Rust Dev,
143951840.on-call-hell,2024-05-27T14:09:37.279Z,true,2024-05-27T14:09:37.729Z,2024-05-27T14:09:37.729Z,newsletter,only_paid,On Call Hell,"Hello, Hello ... is anyone there?",
143855364.data-engineering-survey,2024-04-23T14:34:44.848Z,true,2024-04-23T14:34:44.984Z,2024-04-23T14:34:44.984Z,newsletter,everyone,Data Engineering Survey,Whatcha Been Up To???,
143623766.you-should-specialize-less,,false,,,newsletter,only_paid,,,
143530190.saas-vendor-lock-in,2024-04-18T12:51:20.213Z,true,2024-04-18T12:51:20.358Z,2024-04-18T12:51:20.358Z,newsletter,only_paid,SaaS Vendor Lock In,A Tale of Caution,
143426955.you-need-to-draw-more-pictures,,false,,,newsletter,only_paid,,,
143358799.spark-connect-what-is-this-madness,2024-04-09T12:52:33.255Z,true,2024-04-09T12:52:33.471Z,2024-04-09T12:52:33.471Z,newsletter,everyone,Spark Connect - What is this madness?,Using Rust to write Spark? Lord save us.,
143244357.delta-lake-map-and-array-data-types,2024-04-22T13:49:48.865Z,true,2024-04-22T13:49:49.025Z,2024-04-22T13:49:49.025Z,newsletter,everyone,Delta Lake - Map and Array data types,Hidden Gems?,
143244348.sql-vs-python-data-pipelines,2024-04-15T13:29:30.876Z,true,2024-04-15T13:29:31.028Z,2024-04-15T13:29:31.028Z,newsletter,everyone,SQL vs Python Data Pipelines,Data Engineering Decisions,
143168269.my-saas-is-faster-than-yours,2024-04-29T13:38:20.366Z,true,2024-04-29T13:38:20.488Z,2024-04-29T13:38:20.488Z,newsletter,only_paid,My SaaS is faster than yours.,Modern Data Stack Overload.,
143129658.easter-sale-50-off,2024-03-31T16:02:10.768Z,true,2024-03-31T16:02:11.030Z,2024-03-31T16:02:11.030Z,newsletter,only_free,Easter Sale - %50 Off!,Everybody needs a little something for Easter,
142940575.how-to-build-an-open-source-python,2024-04-08T12:57:48.055Z,true,2024-04-08T12:57:48.184Z,2024-04-08T12:57:48.184Z,newsletter,only_paid,How to Build an Open Source Python Package,Step by step,
142888883.why-analytics-is-a-lose-lose-game,2024-05-13T12:34:15.167Z,true,2024-05-13T12:34:15.333Z,2024-05-13T12:34:15.333Z,newsletter,only_paid,Why Analytics is a Lose Lose Game,It's for the birds,
142813294.when-to-rust-for-data-engineering,2024-06-20T12:35:10.144Z,true,2024-06-20T12:35:10.308Z,2024-06-20T12:35:10.308Z,newsletter,only_paid,When to Rust for Data Engineering ... and when NOT to.,To Rust or not to Rust ... that is a question,
142609860.transitioning-to-senior-engineer,2024-05-06T12:30:58.338Z,true,2024-05-06T12:30:58.501Z,2024-05-06T12:30:58.501Z,newsletter,only_paid,Transitioning to Senior Engineer,The skills and habits to get you there.,
142462489.default-values-thoughts-and-more,2024-03-28T12:56:53.675Z,true,2024-03-28T12:56:54.037Z,2024-03-28T12:56:54.037Z,newsletter,only_paid,Default Values - Thoughts and More,Guest Post by Anonymous Rust Dev,
142459736.microservices-for-data-engineering,2024-03-20T13:30:23.069Z,true,2024-03-20T13:30:23.164Z,2024-03-20T13:30:23.164Z,newsletter,everyone,Microservices for Data Engineering,Dream Come True or Nightmare?,
142451707.apple-pie-angry-people-other-news,2024-03-09T15:20:22.938Z,true,2024-03-09T15:20:23.057Z,2024-03-09T15:20:23.057Z,newsletter,everyone,Apple Pie. Angry People. Other News.,Weekend Edition,
142309377.error-handling-for-data-engineers,2024-03-25T13:58:49.932Z,true,2024-03-25T13:58:50.080Z,2024-03-25T13:58:50.080Z,newsletter,everyone,Error Handling for Data Engineers,Exception.,
142244982.udtfs-user-defined-table-functions,2024-03-18T13:04:44.070Z,true,2024-03-18T13:04:44.202Z,2024-03-18T13:04:44.202Z,newsletter,everyone,UDTFs (User-defined Table Functions) in PySpark. ,Introduction for Data Engineers,
142187662.40-off-sql-practice-problems,2024-02-29T21:50:30.415Z,true,2024-02-29T21:50:30.547Z,2024-02-29T21:50:30.547Z,newsletter,only_free,40% Off SQL Practice Problems,For Free Subscribers,
142118007.iteration-vs-recursion,2024-03-11T13:24:15.454Z,true,2024-03-11T13:24:15.568Z,2024-03-11T13:24:15.568Z,newsletter,only_paid,Iteration vs Recursion.,Data Engineering Style,
141997113.duckdb-vs-polars-thunderdome,2024-03-04T14:18:51.150Z,true,2024-03-04T14:18:51.359Z,2024-03-04T14:18:51.359Z,newsletter,everyone,DuckDB vs Polars - Thunderdome., 16GB on 4GB machine Challenge.,
141912746.why-arent-you-filtering-more,2024-04-01T13:01:35.212Z,true,2024-04-01T13:01:35.399Z,2024-04-01T13:01:35.399Z,newsletter,only_paid,Why Aren’t You Filtering More?,"Save Money and Time, and Money",
141899616.new-sql-practice-problems-free-for,2024-02-21T17:24:40.357Z,true,2024-02-21T17:24:40.510Z,2024-02-21T17:24:40.510Z,newsletter,only_paid,New SQL Practice Problems - Free For Paid Subscribers,Trying out something new,
141761786.string-manipulation,2024-02-26T14:02:40.284Z,true,2024-02-26T14:02:40.473Z,2024-02-26T14:02:40.473Z,newsletter,everyone,String Manipulation,The Most Important Boring Thing,
141684906.unit-testing-for-data-engineers-43b,2024-02-19T14:45:09.545Z,true,2024-02-19T14:45:09.674Z,2024-02-19T14:45:09.674Z,newsletter,everyone,Unit Testing for Data Engineers,Do it. Or Not.,
141587653.introduction-to-ray,2024-02-29T16:45:47.952Z,true,2024-02-29T16:45:48.078Z,2024-02-29T16:45:48.078Z,newsletter,only_paid,Introduction to Ray,Distributed Compute,
141537859.batch-vs-near-realtime-vs-streaming,2024-02-14T17:12:25.327Z,true,2024-02-14T17:12:25.419Z,2024-02-14T17:12:25.419Z,newsletter,only_paid,Batch vs Near-Realtime vs Streaming,Nothing New Under the Sun,
141442995.data-quality-is-anyone-doing-it,,false,,,newsletter,only_paid,,,
141287154.are-data-contracts-for-real,2024-02-05T14:16:59.893Z,true,2024-02-05T14:16:59.991Z,2024-02-05T14:16:59.991Z,newsletter,everyone,Are Data Contracts For Real?,Or Just More Snake Oil?,
141276846.diving-into-data-types,2024-02-12T14:38:56.085Z,true,2024-02-12T14:38:56.211Z,2024-02-12T14:38:56.211Z,newsletter,everyone,Diving into Data Types,For Data Engineers,
141102064.a-primer-on-data-architecture,2024-02-01T15:07:52.262Z,true,2024-02-01T15:07:52.397Z,2024-02-01T15:07:52.397Z,newsletter,only_paid,A Primer on Data Architecture,For Data Engineers,
140949433.introduction-to-daft-vs-polars,2024-06-17T12:37:02.209Z,true,2024-06-17T12:37:02.390Z,2024-06-17T12:37:02.390Z,newsletter,everyone,Introduction to Daft ( ... vs Polars),Distributed DataFrames for Python (built with Rust),
140840392.why-duckdb-is-losing-to-polars,2024-01-29T14:52:02.021Z,true,2024-01-29T14:52:02.107Z,2024-01-29T14:52:02.107Z,newsletter,everyone,Why DuckDB is losing to Polars,There's always a battle raging.,
140606485.intro-to-sql-indexes,2024-01-17T15:43:02.304Z,true,2024-01-17T15:43:02.500Z,2024-01-17T15:43:02.500Z,newsletter,only_paid,Intro to SQL Indexes,For Everyone,
140407708.llms-part-2-fine-tuning-openllama,2024-01-16T15:15:32.701Z,true,2024-01-16T15:15:32.847Z,2024-01-16T15:15:32.847Z,newsletter,only_paid,LLMs Part 2 - Fine Tuning OpenLLaMA ,For Data Engineers,
140221912.why-python-always-breaks,2024-01-19T13:59:22.403Z,true,2024-01-19T13:59:22.503Z,2024-01-19T13:59:22.503Z,newsletter,everyone,Why Python Always Breaks,Long Live Python,
140221010.new-years-discount-40,2023-12-31T14:04:37.876Z,true,2023-12-31T14:04:38.067Z,2023-12-31T14:04:38.067Z,newsletter,only_paid,New Years Discount 40%,"Come one, come all",
140091930.data-warehouse-analytics-latency,2024-01-10T14:47:24.487Z,true,2024-01-10T14:47:24.590Z,2024-01-10T14:47:24.590Z,newsletter,only_paid,Data Warehouse Analytics - Latency,The Latency Problem,
140019216.semi-structured-data-the-challenges,2024-01-03T14:47:30.116Z,true,2024-01-03T14:47:30.190Z,2024-01-03T14:47:30.190Z,newsletter,only_paid,Semi-Structured Data - The challenges.,Demystify semi-structured data.,
140014648.how-to-reduce-complexity,2024-01-22T14:35:12.578Z,true,2024-01-22T14:35:12.710Z,2024-01-22T14:35:12.710Z,newsletter,only_paid,How to Reduce Complexity,Coding Super Power,
139934999.introduction-to-write-audit-publish,2024-01-15T14:09:30.273Z,true,2024-01-15T14:09:30.466Z,2024-01-15T14:09:30.466Z,newsletter,only_paid,Introduction to Write-Audit-Publish Pattern,Getting Your ETL On.,
139892102.learning-the-command-line,2024-01-08T15:20:29.107Z,true,2024-01-08T15:20:29.180Z,2024-01-08T15:20:29.180Z,newsletter,only_paid,Learning the Command Line,Commands your mom should have taught you.,
139617130.the-age-old-problem-logging-and-monitoring,2023-12-14T15:28:55.359Z,true,2023-12-14T15:28:55.492Z,2023-12-14T15:28:55.492Z,newsletter,only_paid,The Age-old Problem - Logging and Monitoring,Two Pillars of Data Engineering,
139437789.kubernetes-for-data-engineers,2023-12-11T15:25:45.658Z,true,2023-12-11T15:25:45.863Z,2023-12-11T15:25:45.863Z,newsletter,only_paid,Kubernetes for Data Engineers,The Age of Containers,
139374134.do-a-project-learn-something,2023-12-13T15:27:24.360Z,true,2023-12-13T15:27:24.574Z,2023-12-13T15:27:24.574Z,newsletter,only_paid,Do a project. Learn something.,Rust + SQLite + Twilio,
139065302.black-friday-sale-40-off,2023-11-22T19:26:55.561Z,true,2023-11-22T19:26:55.662Z,2023-11-22T19:26:55.662Z,newsletter,only_paid,Black Friday Sale - %40 off.,Come one come all,
139001651.sqls-having-clause,2023-12-18T15:17:47.912Z,true,2023-12-18T15:17:48.001Z,2023-12-18T15:17:48.001Z,newsletter,only_paid,"SQL's ""Having"" Clause ",The little engine that could.,
138805222.the-double-edged-ai-coding-sword,2023-12-04T15:31:26.451Z,true,2023-12-04T15:31:26.541Z,2023-12-04T15:31:26.541Z,newsletter,only_paid,The Double Edged AI Coding Sword,CoPilot and ChatGPT will make you stupid,
138666313.reducing-memory-consumption,2023-11-27T14:56:00.902Z,true,2023-11-27T14:56:01.113Z,2023-11-27T14:56:01.113Z,newsletter,only_paid,Reducing Memory Consumption,A Data Engineers Guide,
138525378.delta-lake-liquid-clustering-vs-partitioning,2023-11-20T13:57:02.986Z,true,2023-11-20T13:57:03.069Z,2023-11-20T13:57:03.069Z,newsletter,only_paid,Delta Lake Liquid Clustering vs Partitioning,New School vs Old School,
138312203.spark-vs-polars-real-life-test-case,2023-11-09T13:16:40.740Z,true,2023-11-09T13:16:40.828Z,2023-11-09T13:16:40.828Z,newsletter,everyone,Spark vs Polars. Real-life Test Case.,A Brave New World.,
138312190.data-engineering-with-match,2023-12-25T15:08:15.654Z,true,2023-12-25T15:08:15.772Z,2023-12-25T15:08:15.772Z,newsletter,only_paid,Data Engineering with ... match,Replacing if:else with match,
138305998.python-vs-rust-memory-usage-and-speed,2023-10-30T12:59:58.460Z,true,2023-10-30T12:59:58.546Z,2023-10-30T12:59:58.546Z,newsletter,only_paid,Python vs Rust. Memory Usage and Speed.,Data Processing,
138198287.to-exist-or-not,2023-11-06T15:30:13.154Z,true,2023-11-06T15:30:13.291Z,2023-11-06T15:30:13.291Z,newsletter,only_paid,To Exist ... Or Not,If or If Not,
137868237.config-driven-pipelines,2023-10-23T14:35:42.707Z,true,2023-10-23T14:35:42.832Z,2023-10-23T14:35:42.832Z,newsletter,only_paid,Config Driven Pipelines,Dante's Seventh Ring of Hell,
137815762.my-journey-as-a-data-engineer-visually,2023-10-23T14:19:18.150Z,true,2023-10-23T14:19:18.311Z,2023-10-23T14:19:18.311Z,newsletter,only_paid,My Journey as a Data Engineer - Visually,The Long Slog,
137706216.simplify-delta-operations-with-merge,2023-11-13T15:20:38.659Z,true,2023-11-13T15:20:38.833Z,2023-11-13T15:20:38.833Z,newsletter,only_paid,Simplify Delta Operations with MERGE and COPY INTO,for Delta Lake users.,
137621717.thoughts-on-data-in-the-cloud-s3,2023-10-16T14:02:28.832Z,true,2023-10-16T14:02:28.954Z,2023-10-16T14:02:28.954Z,newsletter,only_paid,Thoughts on data in the Cloud (S3).,Cloud Storage for Data Engineers.,
137501753.the-truth-about-databricks-vs-snowflake,2023-10-10T12:50:44.885Z,true,2023-10-10T12:50:45.086Z,2023-10-10T12:50:45.086Z,newsletter,only_paid,The Truth about Databricks vs Snowflake,For Data Engineers,
137458794.introduction-to-uuids-for-data-engineers,2023-10-09T12:15:56.791Z,true,2023-10-09T12:15:56.943Z,2023-10-09T12:15:56.943Z,newsletter,only_paid,Introduction to UUIDs for Data Engineers,Those nasty (not so) little strings.,
137326647.thoughts-on-abstraction-and-complexity,2023-09-25T14:00:20.051Z,true,2023-09-25T14:00:20.194Z,2023-09-25T14:00:20.194Z,newsletter,only_paid,Thoughts on Abstraction and Complexity,Interfaces and Hiding the Pea,
137197857.a-treatise-on-database-connections,2023-09-26T12:18:12.729Z,true,2023-09-26T12:18:12.817Z,2023-09-26T12:18:12.817Z,newsletter,only_paid,"A Treatise on Database Connections, Cursors, and Transactions.",For Data Engineers,
136819114.life-updates-working-hard-and-rest,2023-09-07T14:56:36.556Z,true,2023-09-07T14:56:36.715Z,2023-09-07T14:56:36.715Z,newsletter,only_paid,Life Updates - Working Hard and Rest.,and a 20% Off Sale,
136726687.json-parquet-python-vs-rust,2023-09-12T14:30:10.132Z,true,2023-09-12T14:30:10.240Z,2023-09-12T14:30:10.240Z,newsletter,only_paid,Json -> Parquet. Python vs. Rust.,We know who's going to win (or do we?).,
136496781.project-planning-and-implementation,2024-01-01T14:11:24.701Z,true,2024-01-01T14:11:24.786Z,2024-01-01T14:11:24.786Z,newsletter,only_paid,Project Planning and Implementation Data Projects,Introduction for Data Engineers,
136254334.loop-vs-map-vs,2023-08-28T13:30:13.292Z,true,2023-08-28T13:30:13.516Z,2023-08-28T13:30:13.516Z,newsletter,only_paid,Loop vs Map vs ...,Data Engineering Conundrums ,
136229619.demystifying-the-large-language-models,2023-09-04T13:10:13.471Z,true,2023-09-04T13:10:13.580Z,2023-09-04T13:10:13.580Z,newsletter,only_paid,Demystifying the Large Language Models (LLMs),For Data Engineers,
136090956.bytes-for-data-engineers,2023-08-21T13:30:29.976Z,true,2023-08-21T13:30:30.190Z,2023-08-21T13:30:30.190Z,newsletter,only_paid,Bytes for Data Engineers,and Buffers ... and Streams.,
136010654.duckdb-for-data-engineering,2023-08-14T16:10:32.675Z,true,2023-08-14T16:10:32.805Z,2023-08-14T16:10:32.805Z,newsletter,only_paid,DuckDB for Data Engineering,Analytics or Pipeline?,
135943647.thank-you-for-5k-subscribers,2023-08-11T19:23:36.844Z,true,2023-08-11T19:23:37.053Z,2023-08-11T19:23:37.053Z,newsletter,only_paid,Thank You for 5K Subscribers!,Get 50% off for a year.,
135753997.a-primer-on-data-architecture-design,2023-08-14T14:00:18.331Z,true,2023-08-14T14:00:18.496Z,2023-08-14T14:00:18.496Z,newsletter,only_paid,A Primer on Data Architecture (Design),For Data Engineers,
135691031.why-some-data-people-love-rust,2023-08-07T12:32:54.943Z,true,2023-08-07T12:32:55.030Z,2023-08-07T12:32:55.030Z,newsletter,only_paid,Why (some data people) Love Rust?,Hype or Reality?,
135402735.my-love-hate-relationship,2023-07-24T17:47:20.954Z,true,2023-07-24T17:47:21.058Z,2023-07-24T17:47:21.058Z,newsletter,only_paid,"My Love, Hate Relationship.",... with AWS Lambdas.,
134871671.using-rust-to-explore-distributed,2023-07-17T15:16:21.001Z,true,2023-07-17T15:16:21.109Z,2023-07-17T15:16:21.109Z,newsletter,only_paid,Using Rust to explore Distributed Systems,Doing is Learning,
133995104.most-data-engineers-are-mid,2023-07-19T13:32:57.632Z,true,2023-07-19T13:32:57.781Z,2023-07-19T13:32:57.781Z,newsletter,only_paid,Most Data Engineers are Mid,Stuck in the doldrums? Read on.,
132898655.data-modeling-101-part-2,2023-07-10T14:00:20.810Z,true,2023-07-10T14:00:20.967Z,2023-07-10T14:00:20.967Z,newsletter,only_paid,Data Modeling 101 - Part 2,Relational Databases vs Lake House,
132816662.merica-celebration-50-discount-for,2023-07-03T17:57:39.444Z,true,2023-07-03T17:57:39.575Z,2023-07-03T17:57:39.575Z,newsletter,only_free,'Merica Celebration - 50% Discount for Life!,Do it. Now.,
